"Rec No","Shrptvgeptr","Shrptvessel","Shrptada","Shrptvoynoarr","Shrptlastport","Shrptoriginport","Shrptnextport","Shrptstodate","Stripped","Strippeddate"
4659,3900,77,79599,"ISLAND TO ISLAND    ",0,0,0,0,1,79606
4660,3901,324,79600,"MORGAN\'S INT\'L      ",0,0,0,0,1,0
4661,3902,77,79599,"ISLAND TO ISLAND    ",0,0,0,0,1,79606
4662,3903,324,79600,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4663,3904,324,79600,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4664,3905,324,79600,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4665,3906,77,79599,"CARIBBEAN EXPRESS   ",0,0,0,0,1,79606
4667,3907,324,79600,"MORGANS INT\'L       ",0,0,0,0,1,0
4668,3908,77,79599,"ISLAND TO ISLAND    ",0,0,0,0,1,79606
4669,3909,324,79600,"MORGAN\'S INT\'L      ",0,0,0,0,1,0
4670,3910,306,79605,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4671,3911,324,79600,"MORGAN INT\'L        ",0,0,0,0,1,0
4672,3912,77,79557,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4673,3913,306,79605,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4674,3914,309,79591,"CARBBEAN INT\'L      ",0,0,0,0,1,0
4675,3915,306,79605,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4676,3916,141,79607,"CARIB CARGO         ",0,0,0,0,1,79614
4677,3917,322,79608,"PJ \'S SHIPPING      ",0,0,0,0,1,0
4678,3918,306,79605,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4679,3919,323,79606,"PJ\'S SHIPPING       ",0,0,0,0,1,0
4680,3920,296,79608,"SIMPSON SHIPPING    ",0,0,0,0,0,0
4682,3921,322,79608,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4683,3922,322,79608,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4684,3923,322,79608,"SIMPSON SHIPPING A  ",0,0,0,0,1,0
4685,3924,322,79608,"SIMPSON SHIPPING B  ",0,0,0,0,1,0
4686,3925,322,79608,"MORGANS INT\'L       ",0,0,0,0,1,0
4687,3926,296,79607,"TRIPLE J SHIPPING   ",0,0,0,0,0,0
4688,3927,141,79607,"TRIPLE J SHIPPING A ",0,0,0,0,0,0
4689,3928,327,79609,"BRITLINK CARGO      ",0,0,0,0,0,0
4690,3929,141,79607,"SYDNEY SHIPPING     ",0,0,0,0,0,0
4691,3930,322,79608,"MORGAN INT\'L        ",0,0,0,0,1,0
4692,3931,322,79608,"MORGAN\'S INT\'L      ",0,0,0,0,1,0
4693,3932,220,79612,"CARBBEAN IN\'TL      ",0,0,0,0,1,0
4694,3933,322,79608,"MORGANS INT\'L       ",0,0,0,0,1,0
4695,3934,322,79605,"MORGAN INT\'L F      ",0,0,0,0,1,0
4696,3935,322,79608,"MORGAN\'S INT\'L      ",0,0,0,0,1,0
4697,3936,220,79612,"CARIBBEAN CARGO     ",0,0,0,0,1,0
4698,3937,220,79612,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4699,3938,327,79609,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4700,3939,311,79613,"WEST ONE SHIPPING   ",0,0,0,0,1,0
4701,3940,220,79612,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4702,3941,306,79619,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4703,3942,327,79609,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4704,3943,324,79621,"PJ\'S SHIPPING       ",0,0,0,0,1,0
4705,3944,309,79612,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4706,3945,220,79626,"PAUL SHIPPING       ",0,0,0,0,1,0
4707,3946,324,79621,"MORGAN              ",0,0,0,0,1,0
4709,3947,324,79621,"MORGAN\'S            ",0,0,0,0,1,0
4710,3948,324,79621,"MORGAN\'S INT\'L      ",0,0,0,0,1,0
4711,3949,324,79621,"MORGAN\'S INTL       ",0,0,0,0,1,0
4712,3950,322,79621,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4713,3951,236,79620,"WEST ONE SHIPPING   ",0,0,0,0,1,0
4714,3952,311,79613,"BRITLINK GLOBAL     ",0,0,0,0,1,0
4715,3953,322,79607,"MORGAN\'S INTL       ",0,0,0,0,1,0
4716,3954,328,79627,"ISLAND TO ISLAND    ",0,0,0,0,0,0
4717,3955,328,79627,"ISLAND TO ISLAND    ",0,0,0,0,0,0
4718,3956,306,79619,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4719,3957,306,79619,"PAULS SHIPPING      ",0,0,0,0,1,0
4720,3958,141,79621,"SYDNEY SHIPPING     ",0,0,0,0,1,0
4721,3959,311,79613,"BRITLINK GLOBAL     ",0,0,0,0,1,0
4722,3960,311,79613,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4723,3961,289,79621,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4724,3962,329,79630,"SANTOVA CHINA       ",0,0,0,0,0,0
4725,3963,306,79633,"PAULS SHIPPING      ",0,0,0,0,1,0
4726,3964,289,79635,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4727,3965,289,79635,"MORGANS INTL        ",0,0,0,0,1,0
4728,3966,267,79635,"PJ\'S SHIPPING       ",0,0,0,0,1,0
4729,3967,267,79635,"SYDNEY SHIPPING     ",0,0,0,0,1,0
4730,3968,267,79635,"CARIBBEAN INTL      ",0,0,0,0,1,0
4731,3969,324,79642,"PJ\'S SHIPPING       ",0,0,0,0,1,0
4732,3970,330,79634,"049NA               ",0,0,0,0,0,0
4733,3971,220,79640,"CARIBBEAN INTL      ",0,0,0,0,1,79642
4734,3972,220,79271,"PAULS SHIPPING      ",0,0,0,0,0,0
4735,3973,220,79640,"PAULS SHIPPING      ",0,0,0,0,1,79642
4736,3974,220,79640,"CARIBBEAN CARGO     ",0,0,0,0,1,79642
4737,3975,325,79642,"SIMPSON SHIPPING    ",0,0,0,0,0,0
4738,3976,324,79642,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4739,3977,220,79640,"PAUL\'S 2PCS         ",0,0,0,0,1,79642
4740,3978,324,79642,"MORGAN INTL         ",0,0,0,0,1,0
4741,3979,324,79642,"MORGAN INT\'L        ",0,0,0,0,1,0
4742,3980,77,79641,"BRITLINK CARGO      ",0,0,0,0,1,79648
4743,3981,77,79641,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4744,3982,77,79641,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4745,3983,306,79647,"CARIBBEAN INT\'L     ",0,0,0,0,1,79649
4746,3984,306,79647,"CARIBBEAN CARGO     ",0,0,0,0,1,79648
4747,3985,220,0,"                    ",0,0,0,0,0,0
4748,3986,306,79647,"PAUL\'S SHIPPING     ",0,0,0,0,1,79648
4749,3987,322,79649,"MORGAN INT\'L        ",0,0,0,0,1,0
4750,3988,327,79649,"BRITLINK GLOBAL     ",0,0,0,0,1,79658
4751,3989,220,79654,"CARIBBEAN INT\'L     ",0,0,0,0,1,79657
4752,3990,220,79654,"PAUL\'S SHIPPING     ",0,0,0,0,1,79658
4753,3991,289,79656,"PJ\'S SHIPPING       ",0,0,0,0,1,0
4754,3992,135,0,"                    ",0,0,0,0,0,0
4755,3993,322,79649,"SIMPSON SHIPPING    ",0,0,0,0,1,79657
4756,3994,325,79663,"SIMPSON SHIPPING    ",0,0,0,0,1,79670
4757,3995,331,79655,"ISLAND TO ISLAND    ",0,0,0,0,0,0
4758,3996,306,79661,"PAUL\'S SHIPPING     ",0,0,0,0,1,79669
4759,3997,324,79663,"MORGAN\'S INT\'L      ",0,0,0,0,1,79668
4760,3998,324,79663,"MORGAN INT\'L        ",0,0,0,0,1,79663
4761,3999,306,79661,"CARIBBEAN INT\'L     ",0,0,0,0,1,79662
4762,4000,332,79661,"CARIBBEAN INT\'L     ",0,0,0,0,1,79668
4763,4001,324,79664,"SIMPSON SHIPPING    ",0,0,0,0,1,79670
4764,4002,236,79663,"ISLAND TO ISLAND    ",0,0,0,0,0,0
4765,4003,323,79676,"PJ\'S  SHIPPING      ",0,0,0,0,0,0
4766,4004,322,79670,"MORGANS INT\'L       ",0,0,0,0,1,79675
4767,4005,220,79668,"CARIBBEAN INT\'L     ",0,0,0,0,1,79670
4768,4006,220,79668,"PAULS\'S SHIPPING    ",0,0,0,0,1,79672
4769,4007,220,79668,"CARIBBEAN CARGO     ",0,0,0,0,1,79671
4770,4008,185,79675,"CARIBBEAN INT\'L     ",0,0,0,0,0,0
4771,4009,306,79675,"PAULS\'S SHIPPING    ",0,0,0,0,1,79677
4772,4010,323,79674,"PJ\'S SHIPPING       ",0,0,0,0,0,0
4774,4011,306,79675,"CARIBBEAN INT\'L     ",0,0,0,0,1,79677
4775,4012,289,79677,"PJ\'S SHIPPING       ",0,0,0,0,1,0
4776,4013,328,79670,"ISLAND TO ISLAND    ",0,0,0,0,1,79676
4777,4014,289,79677,"MORGAN\'S INT\'L      ",0,0,0,0,1,0
4778,4015,289,79677,"MORGAN INT\'L        ",0,0,0,0,1,0
4779,4016,232,79677,"ISLAND TO ISLAND    ",0,0,0,0,0,0
4780,4017,220,79682,"CARIBBEAN INT\'L     ",0,0,0,0,1,79684
4781,4018,324,79684,"MORGAN INTL         ",0,0,0,0,1,79685
4782,4019,220,79682,"PAUL\'S SHIPPING     ",0,0,0,0,1,79684
4783,4020,220,79682,"PAUL\'S SHIPPING     ",0,0,0,0,1,79684
4784,4021,185,79684,"PJ\'S SHIPPING       ",0,0,0,0,0,0
4785,4022,77,79683,"ISLAND TO ISLAND    ",0,0,0,0,0,0
4786,4023,322,79677,"SIMPSON SHIPPING    ",0,0,0,0,1,79684
4787,4024,322,79677,"SIMPSON SHIPPING    ",0,0,0,0,1,79684
4788,4025,324,79684,"SIMPSON SHIPPING    ",0,0,0,0,0,0
4789,4026,325,79684,"SYDNEY SHIPPING     ",0,0,0,0,1,79689
4790,4027,185,79661,"PAUL SHIPPING       ",0,0,0,0,0,0
4791,4028,306,79689,"PAUL\'S SHIPPING     ",0,0,0,0,1,79697
4793,4029,306,79689,"CARIBBEAN INT\'L     ",0,0,0,0,1,79696
4794,4030,333,79663,"PJ\'S SHIPPING       ",0,0,0,0,1,79698
4795,4031,232,79677,"ISLAND TO ISLAND    ",0,0,0,0,0,0
4796,4032,185,79696,"PAUL SHIPPING       ",0,0,0,0,0,0
4797,4033,220,79696,"CARIBBEAN INT\'L     ",0,0,0,0,0,0
4798,4034,289,79698,"MORGANS SHIPING     ",0,0,0,0,0,0
4800,4035,289,79698,"MORGAN\'S INT\'L      ",0,0,0,0,0,0
4801,4036,289,79691,"SIMPSON SHIPPING    ",0,0,0,0,0,0
4802,4037,289,79698,"SIMPSON SHIPPING    ",0,0,0,0,0,0
4803,4038,325,79698,"SIMPSON SHIPPING    ",0,0,0,0,0,0
4804,4039,327,79691,"ISLAND TO ISLAND    ",0,0,0,0,1,79698
