"Rec No","Shrptvgeptr","Shrptvessel","Shrptada","Shrptvoynoarr","Shrptlastport","Shrptoriginport","Shrptnextport","Shrptstodate","Stripped","Strippeddate"
3437,2812,233,78798,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3439,2813,210,78802,"MORGAN\'S SHIPPING   ",0,0,0,0,1,0
3440,2814,252,78800,"SYDNEYS SHIPPING    ",0,0,0,0,1,0
3442,2815,233,78798,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3443,2816,247,78809,"MORGAN\'S INTL       ",0,0,0,0,1,0
3444,2817,210,78802,"SIMPSON             ",0,0,0,0,1,0
3446,2818,210,78802,"PJ SHIPPING         ",0,0,0,0,1,0
3447,2819,210,78802,"UNITED FREIGHT SHIPP",0,0,0,0,1,0
3449,2820,258,78808,"CARIBBEAN CARGO     ",0,0,0,0,1,0
3451,2821,256,78808,"PAUL SHIPPING       ",0,0,0,0,1,0
3453,2822,257,78808,"CARIBBEAN INTL      ",0,0,0,0,1,0
3454,2823,251,78816,"PJ SHIPPING         ",0,0,0,0,1,0
3456,2824,226,78822,"CARIB INT\'L         ",0,0,0,0,1,0
3457,2825,251,78816,"MORGAN INTL         ",0,0,0,0,1,0
3461,2826,245,78815,"SIMPSON             ",0,0,0,0,1,0
3462,2827,264,78819,"ISLANDTO ISLAND     ",0,0,0,0,1,0
3464,2828,264,78819,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3465,2829,259,78821,"WEST ONE            ",0,0,0,0,1,0
3466,2830,248,78826,"WEST ONE            ",0,0,0,0,1,0
3469,2831,19,78831,"SYDNEYS SHIPPING    ",0,0,0,0,1,0
3470,2832,251,78816,"SIMPSON ADD         ",0,0,0,0,1,0
3471,2833,260,78809,"UNITES SIMPSON      ",0,0,0,0,1,0
3472,2834,197,78820,"CARIBBEAN INT\'L SHIP",0,0,0,0,1,0
3473,2835,197,78820,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3474,2836,248,78826,"A. HIPP SERVICE     ",0,0,0,0,0,0
3475,2837,232,78833,"A.HIPP SERVICE      ",0,0,0,0,1,0
3476,2838,263,78816,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3477,2839,264,78819,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3478,2840,248,78826,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3480,2841,221,78830,"PJ SHIPPING         ",0,0,0,0,1,0
3481,2842,220,78829,"PAULS SHIPPING      ",0,0,0,0,1,0
3483,2843,197,78835,"CARIBBEAN INTL      ",0,0,0,0,1,0
3484,2844,221,78830,"MORGANS             ",0,0,0,0,1,0
3485,2845,221,78830,"UNITED  FREIGHT     ",0,0,0,0,1,0
3486,2846,19,78829,"SIMPSON UNITED FREIG",0,0,0,0,1,0
3487,2847,264,78819,"S&S                 ",0,0,0,0,1,0
3489,2848,248,78826,"GEES SHIPPING       ",0,0,0,0,0,0
3490,2849,258,78835,"CARIBBEAN CARGO     ",0,0,0,0,1,0
3491,2850,233,78840,"WEST ONE SHIPPING   ",0,0,0,0,1,0
3492,2851,258,78835,"PJ\'S SHIPPINGS      ",0,0,0,0,1,0
3493,2852,258,78835,"PJ\'S SHIPPING       ",0,0,0,0,1,0
3494,2853,251,78837,"MORGANS SHIPPING    ",0,0,0,0,1,0
3495,2854,197,78835,"PAULS SHIPPING      ",0,0,0,0,1,0
3497,2855,14,78837,"SYDNEYS SHIPPING    ",0,0,0,0,1,0
3498,2856,227,78847,"WEST ONE SHIPPING   ",0,0,0,0,1,0
3500,2857,248,78826,"S & S SHIPPING      ",0,0,0,0,0,0
3501,2858,251,78837,"MORGANS INTL        ",0,0,0,0,1,0
3502,2859,232,78833,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3503,2860,197,78835,"CARIBBEAN INTL      ",0,0,0,0,1,0
3505,2861,251,78837,"UNITED FREIGHT SHIPP",0,0,0,0,1,0
3506,2862,37,78842,"MORGAN\'S INTL       ",0,0,0,0,1,0
3507,2863,232,78833,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3508,2864,264,78861,"A HIPP              ",0,0,0,0,1,0
3509,2865,220,78842,"CARIBBEAN INTL      ",0,0,0,0,1,0
3510,2866,220,78842,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3511,2867,210,78844,"SIMPSON UNITED      ",0,0,0,0,1,0
3512,2868,233,78840,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3513,2869,221,78851,"PJ SHIPPING         ",0,0,0,0,1,0
3514,2870,197,78849,"PAUL SHIPPING       ",0,0,0,0,1,0
3515,2871,227,78847,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3516,2872,227,78847,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3517,2873,197,78849,"CARIBBEAN INTL      ",0,0,0,0,1,0
3518,2874,227,78847,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3519,2875,266,78862,"CARIBBEAN CARGO     ",0,0,0,0,1,0
3521,2876,265,78851,"SIMPSON SHIPPING    ",0,0,0,0,0,0
3522,2877,221,78849,"MORGANS SHIPPING    ",0,0,0,0,1,0
3523,2878,220,78856,"PAULS SHIPPING      ",0,0,0,0,1,0
3525,2879,236,78854,"WEST ONE SHIPPING   ",0,0,0,0,1,0
3526,2880,236,78854,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3527,2881,220,78856,"CARIBBEAN INTL      ",0,0,0,0,1,0
3528,2882,251,78858,"MORGAN\'S SHIPPING   ",0,0,0,0,1,0
3529,2883,251,78858,"SIMPSON SHIPPING    ",0,0,0,0,1,0
3531,2885,264,78859,"WEST ONE SHIPPING   ",0,0,0,0,1,0
3532,2886,77,79130,"GEE SHIPPING        ",0,0,0,0,1,0
3533,2887,236,78854,"WONE SHIPPIN        ",0,0,0,0,1,0
3534,2888,185,78868,"WEST ONE SHIPPING   ",0,0,0,0,0,0
3535,2889,264,78861,"gee\'s hippin        ",0,0,0,0,1,0
3536,2890,225,78863,"SIMPSON SEAL        ",0,0,0,0,1,0
3537,2891,197,78862,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3538,2892,264,78861,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3539,2893,210,78865,"PJ\'S SHIPPING       ",0,0,0,0,1,0
3540,2894,264,78861,"EXPRESS SHIP        ",0,0,0,0,1,0
3541,2895,225,78863,"SYDNEYS SHIPPING    ",0,0,0,0,1,0
3542,2896,264,78861,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3543,2897,264,78861,"GEE\'S SHIPPING      ",0,0,0,0,1,0
3544,2898,210,78865,"MORGAN SHIPPING     ",0,0,0,0,1,0
3545,2899,225,78863,"SIMPSON SHIPPING    ",0,0,0,0,1,0
3546,2900,210,78865,"PJ\'S SHPPING        ",0,0,0,0,1,0
3547,2901,220,78870,"CARIBBEAN INTL      ",0,0,0,0,1,0
3548,2902,220,78663,"PAULS SHIPPING      ",0,0,0,0,1,0
3550,2903,220,78663,"PAULS SHIPPING      ",0,0,0,0,1,0
3553,2904,220,78870,"PAULS SHIPPING      ",0,0,0,0,1,0
3554,2905,221,78872,"SIMPSON             ",0,0,0,0,1,0
3555,2906,221,78872,"SIMPSON             ",0,0,0,0,1,0
3556,2907,221,78872," MORGANS            ",0,0,0,0,1,0
3557,2908,221,78872,"MORGAN S20          ",0,0,0,0,1,0
3558,2909,221,78872,"UNITED SIMPSON      ",0,0,0,0,1,0
3559,2910,221,78872,"PJ SHIPPING         ",0,0,0,0,1,0
3560,2911,248,78868,"WEST ONE            ",0,0,0,0,0,0
3561,2912,248,78868,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3562,2913,248,78868,"ISTO ISLAN          ",0,0,0,0,1,0
3563,2914,248,78868,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3564,2915,248,78868,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3565,2916,221,78872,"morgans             ",0,0,0,0,1,0
3566,2917,267,78870,"CARIBBEAN  CARGO    ",0,0,0,0,1,0
3569,2918,197,78877,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3570,2919,226,78877,"JEWEL CARIBBEAN CARG",0,0,0,0,1,0
3571,2920,220,78856,"CARIBBEAN INT\'L SHIP",0,0,0,0,1,0
3572,2921,232,0,"                    ",0,0,0,0,0,0
3573,2922,232,78816,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3574,2923,232,78816,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3575,2924,251,78879,"PJ SHIPPINGS        ",0,0,0,0,1,0
3576,2925,251,78879,"MORGANS INTL        ",0,0,0,0,1,0
3577,2926,239,78878,"CARIBBEAN INT\'L SHIP",0,0,0,0,1,0
3578,2927,251,78879,"MORGAN\'S INTL       ",0,0,0,0,1,0
3579,2928,226,78877,"CARIBBEAN CARGO     ",0,0,0,0,1,0
3580,2929,239,78878,"CARIB INT\'L         ",0,0,0,0,1,0
3581,2930,248,78877,"ILSAND TO ISLAND    ",0,0,0,0,1,0
3585,2931,232,78875,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3586,2932,251,78879,"PJ\'S                ",0,0,0,0,1,0
3587,2933,226,78877,"SYDNEYS             ",0,0,0,0,1,0
3588,2934,251,78879,"CONTI  ELEKTRA      ",0,0,0,0,1,0
3589,2935,248,78868,"S & S SHIPPING      ",0,0,0,0,1,0
3590,2936,232,78875,"S & S SHIPPING      ",0,0,0,0,1,0
3591,2937,220,78884,"CARIB INTL          ",0,0,0,0,1,0
3592,2938,220,78884,"CARIBBEAN INT       ",0,0,0,0,1,0
3593,2939,220,78884,"PAUL SHIPPING       ",0,0,0,0,1,0
3595,2940,232,78875,"A HIPP SERVICE      ",0,0,0,0,1,0
3596,2941,268,78885,"MORGAN              ",0,0,0,0,1,0
3597,2942,210,78887,"PJ SHIPPING         ",0,0,0,0,1,0
3598,2943,252,78884,"SYDNEY\'S SHIPPING   ",0,0,0,0,1,0
3599,2944,233,78882,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3600,2945,233,78882,"GEES LOC            ",0,0,0,0,1,0
3601,2946,268,78885,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
3602,2947,269,78884,"CARIBBEAN CARGO LO  ",0,0,0,0,1,0
3604,2948,197,78891,"PAULS SHIPPING      ",0,0,0,0,1,0
3605,2949,210,78886,"MORGAN LIKE         ",0,0,0,0,1,0
3606,2950,232,78875,"A HIPP SERVICE      ",0,0,0,0,1,0
3607,2951,270,78887,"WEST ONE SHIPPING   ",0,0,0,0,0,0
3608,2952,210,78887,"SIMPSON             ",0,0,0,0,1,0
3609,2953,210,78887,"NEW SIMPSON         ",0,0,0,0,1,0
3610,2954,221,78893,"MORGAN\'S SHIPPING   ",0,0,0,0,1,0
3611,2955,221,78893,"MORGAN\'S SHIPPING   ",0,0,0,0,1,0
3613,2957,227,78889,"GEE\'S               ",0,0,0,0,1,0
3614,2958,236,78896,"GEE;S MIC           ",0,0,0,0,1,0
3615,2959,271,78900,"MORGAN DELAYS       ",0,0,0,0,0,0
3616,2960,269,78897,"CARIBBEAN INTL      ",0,0,0,0,1,0
3617,2961,233,78882,"caribbean express   ",0,0,0,0,1,0
3618,2962,220,78898,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3619,2963,236,78896,"GEES SHIPPING       ",0,0,0,0,1,0
3620,2964,210,78907,"PJ SHIPPING         ",0,0,0,0,1,0
3621,2965,264,78903,"BRITLINK CARGO      ",0,0,0,0,1,0
3622,2966,236,78896,"WEST ONE SHIPPING   ",0,0,0,0,1,0
3623,2967,232,78816,"S&S SHIPPING        ",0,0,0,0,1,0
3624,2968,227,78889,"CARIBBEAN EXPRESS SH",0,0,0,0,1,0
3625,2969,251,78900,"SIMPSON SHIPPING    ",0,0,0,0,1,0
3627,2970,206,78906,"ISLAND TO ISLAND    ",0,0,0,0,0,0
3630,2971,226,78905,"CARIBBEAN CARGO     ",0,0,0,0,1,0
3632,2972,210,78907,"UNITED FREIGHT SHIPP",0,0,0,0,1,0
3633,2973,264,78903,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3634,2974,210,78910,"MORGAN INTL SHIPPING",0,0,0,0,1,0
3635,2975,221,78904,"PJ SHIPPING         ",0,0,0,0,1,0
3636,2976,220,78912,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3637,2977,248,78910,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3638,2978,248,78910,"GEE\'S SHIPPING      ",0,0,0,0,1,0
3639,2979,252,78912,"SYDNEY\'S RELIABLE   ",0,0,0,0,1,0
3640,2980,273,78911,"CARIBBEAN INTL      ",0,0,0,0,1,0
3641,2981,221,78914,"UNITED FREIGHT      ",0,0,0,0,1,0
3642,2982,220,78870,"SHORT SHIP CISS     ",0,0,0,0,1,0
3643,2983,197,78919,"CARIBBEAN  CARGO    ",0,0,0,0,1,0
3644,2984,197,78919,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3645,2985,258,78919,"CARIBBEAN INTL      ",0,0,0,0,1,0
3646,2986,227,78889,"A HIPP SERVICE      ",0,0,0,0,1,0
3647,2987,251,78921,"SIMPSON SHIPPING    ",0,0,0,0,1,0
3648,2988,210,78927,"MORGAN\'S SHIPPING   ",0,0,0,0,1,0
3650,2989,233,78927,"islandato island    ",0,0,0,0,1,0
3651,2990,233,78927,"GEE\'S SHIPPING      ",0,0,0,0,1,0
3652,2991,233,78927,"WEST ONE            ",0,0,0,0,1,0
3653,2992,123,78935,"SYDNEY\'S            ",0,0,0,0,1,0
3654,2993,267,78926,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
3655,2994,220,78926,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3656,2995,210,78927,"MORGAN\'S INTL       ",0,0,0,0,1,0
3657,2996,227,78935,"WEST ONE SHIPPING   ",0,0,0,0,1,0
3658,2997,227,78935,"GEE\'S SHIPPING      ",0,0,0,0,1,0
3659,2998,210,78927,"SIMPSON\'S SHIPPIHG  ",0,0,0,0,1,0
3661,2999,226,78933,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
3662,3000,197,78933,"CARIBBEAN CARGO     ",0,0,0,0,1,0
3663,3001,251,78943,"PJS                 ",0,0,0,0,1,0
3665,3002,221,78935,"NEW SIMPSON         ",0,0,0,0,1,0
3667,3003,197,78933,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3668,3004,233,78927,"island ti island exs",0,0,0,0,1,0
3669,3005,252,78940,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
3670,3006,236,78941,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3671,3007,227,78935,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3672,3008,251,78943,"PJ SHIPPING         ",0,0,0,0,1,0
3673,3009,220,78940,"PAULS SHIPPING      ",0,0,0,0,1,0
3674,3010,264,78948,"GEE\'S SHIPPING      ",0,0,0,0,1,0
3675,3011,236,78941,"WEST ONE SHIPPING   ",0,0,0,0,1,0
3676,3012,251,78942,"UNITED SIMPSON      ",0,0,0,0,1,0
3677,3013,251,78942,"MORGANS SHIPPING    ",0,0,0,0,1,0
3678,3014,227,78935,"BLACKBURN  SHIPPING ",0,0,0,0,1,0
3680,3015,258,78947,"CARIBBEAN INTL      ",0,0,0,0,1,0
3681,3016,197,78947,"CARIBBEAN CARGO     ",0,0,0,0,1,0
3682,3017,221,78956,"MORGAN SHIPPING     ",0,0,0,0,1,0
3683,3018,197,78947,"PAUL SHIPPING       ",0,0,0,0,1,0
3684,3019,248,78955,"CARIBBEAN  EXPRESS  ",0,0,0,0,1,0
3685,3020,248,78955,"CARIBBEAN EXPRESS 2 ",0,0,0,0,1,0
3686,3021,185,78947,"SYDNEY\'S SHIPPING   ",0,0,0,0,0,0
3687,3022,264,78948,"blackburn february  ",0,0,0,0,1,0
3688,3023,29,78949,"SYDNEY\'S RELIABLE   ",0,0,0,0,1,78951
3689,3024,220,78954,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3690,3025,232,78965,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3691,3026,232,78965,"ISLAND TO ISLAND    ",0,0,0,0,0,0
3692,3027,274,78954,"CARIBBEAN INTL      ",0,0,0,0,1,0
3693,3028,264,78948,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3694,3029,221,78956,"SIMPSON ASH         ",0,0,0,0,1,0
3695,3030,221,78956,"PJ SHIPPING         ",0,0,0,0,1,0
3696,3031,248,78955,"GEE\'S SHIPPING      ",0,0,0,0,1,0
3698,3032,197,78961,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3699,3033,210,78970,"MORGAN\'S SHIPPING   ",0,0,0,0,1,0
3700,3034,239,78962,"CARBBEAN INTL       ",0,0,0,0,1,0
3701,3035,198,78963,"MORGAN\'S INTL       ",0,0,0,0,1,0
3702,3036,221,78956,"PJ SHIPPING         ",0,0,0,0,1,0
3703,3037,227,78976,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3704,3038,236,78983,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3706,3039,274,78968,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
3707,3040,220,78968,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3708,3041,276,78975,"CARRIBEAN CARGO     ",0,0,0,0,1,78977
3709,3042,210,78970,"PJ SHIPPING         ",0,0,0,0,1,0
3710,3043,252,78968,"CARIBBEAN INT\'L SHIP",0,0,0,0,1,0
3711,3044,210,78970,"MORGANS INTL        ",0,0,0,0,1,0
3712,3045,227,78976,"BLACKBURN SHIPPING  ",0,0,0,0,1,78978
3713,3046,227,78976,"GEE\'S SHIPPING      ",0,0,0,0,1,0
3714,3047,258,78975,"CARIBBEAN INTL      ",0,0,0,0,1,78978
3716,3048,236,78983,"GEE SHIPPING        ",0,0,0,0,1,0
3717,3049,197,78975,"PAUL\'S SHIPPING     ",0,0,0,0,1,78977
3718,3050,221,78977,"MORGANS INTL        ",0,0,0,0,1,0
3719,3051,221,78977,"MORGANS INTL        ",0,0,0,0,1,0
3720,3052,267,78982,"PJ SHIPPING         ",0,0,0,0,1,78984
3721,3053,197,78975,"CARIBBEAN CARGO     ",0,0,0,0,1,78977
3722,3054,221,78977,"SIMPSON SHIPPING    ",0,0,0,0,1,0
3723,3055,239,78989,"CARIBBEAN INTL      ",0,0,0,0,1,78990
3724,3056,251,78984,"MORGAN\'S  SHIPPING  ",0,0,0,0,1,78989
3725,3057,220,78982,"PAULS SHIPPING      ",0,0,0,0,1,78984
3726,3058,236,78983,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3727,3059,264,78990,"ISLAND TO  ISLAND   ",0,0,0,0,1,0
3728,3060,264,78990,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3729,3061,236,78983,"WESTONE SHIPPING    ",0,0,0,0,1,0
3730,3062,14,78989,"SIMPSON SHIPPING    ",0,0,0,0,1,0
3731,3063,226,78989,"CARIBBEAN INTL      ",0,0,0,0,1,0
3733,3064,197,78989,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3734,3065,197,78989,"CARIBBEAN CARGO     ",0,0,0,0,1,0
3735,3066,198,78991,"UNITED FREIGHT  SHIP",0,0,0,0,1,0
3736,3067,198,78991,"MORGANS INTL        ",0,0,0,0,1,0
3738,3068,198,78991,"PJ SHIPPING         ",0,0,0,0,1,0
3739,3069,264,78990,"BLACKBURN           ",0,0,0,0,1,78997
3740,3070,221,78998,"MORGANS             ",0,0,0,0,1,0
3741,3071,248,78997,"WEST ONE SHIPP      ",0,0,0,0,1,0
3742,3072,248,78997,"WEST ONE SHIPPIN    ",0,0,0,0,1,0
3743,3073,221,78998,"UNITED  FREIGHT     ",0,0,0,0,1,0
3744,3074,220,78996,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3745,3075,258,79003,"CARIBBEAN INTL      ",0,0,0,0,1,0
3747,3076,197,79003,"PAUL SHIPPING       ",0,0,0,0,1,0
3748,3077,258,79003,"CARIBBEAN INTL      ",0,0,0,0,1,0
3749,3078,233,79011,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3751,3079,232,79003,"ISLAND TO ISLAND    ",0,0,0,0,0,0
3752,3080,264,78990,"GEE\'S SHIPPING      ",0,0,0,0,1,0
3753,3081,258,79003,"CARIBBEAN INTL      ",0,0,0,0,1,0
3754,3082,258,79003,"PJ SHIPPING         ",0,0,0,0,1,0
3755,3083,198,79012,"MORGAN\'S INTL       ",0,0,0,0,1,0
3756,3084,197,79003,"CARIBBEAN CARGO     ",0,0,0,0,1,0
3757,3085,232,79005,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3758,3086,248,78997,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3759,3087,264,78990,"BRITLINK CARGO      ",0,0,0,0,1,0
3760,3088,267,79010,"CARIBBEAN INTL      ",0,0,0,0,1,0
3762,3089,220,79010,"PAULS SHIPPING      ",0,0,0,0,1,0
3763,3090,198,79012,"MORGANS SHIPPING    ",0,0,0,0,1,0
3764,3091,233,79011,"BALCKBURN/BRITLINK S",0,0,0,0,1,0
3765,3092,197,79017,"CARIBBEAN CARGO     ",0,0,0,0,1,0
3766,3093,197,79017,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3767,3094,227,79019,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3768,3095,185,79017,"CARIBBEAN INTL      ",0,0,0,0,0,0
3769,3096,221,79019,"PJ SHIPPING         ",0,0,0,0,1,0
3770,3097,221,79019,"REVELATION MORGAN   ",0,0,0,0,1,0
3771,3098,221,79019,"MORGAN\'S SHIPPING   ",0,0,0,0,1,0
3772,3099,221,79019,"UNITED FREIGHT SHIPP",0,0,0,0,1,0
3773,3100,277,79024,"CARIBBEAN INTL      ",0,0,0,0,0,0
3775,3101,220,79024,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3776,3102,252,79024,"CARIBBEAN INTL      ",0,0,0,0,1,0
3777,3103,198,79012,"SIMPSON SHIPPING    ",0,0,0,0,1,0
3780,3104,227,79019,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3781,3105,251,79026,"MORGANS INTL        ",0,0,0,0,1,0
3782,3106,236,79026,"BLACKBURN SHIPPING  ",0,0,0,0,1,79032
3783,3107,236,79026,"ISLAND TO ISLAND SHI",0,0,0,0,1,0
3784,3108,251,79026,"PJ SHIPPING         ",0,0,0,0,1,0
3785,3109,236,79026,"GEE\'S SHIPPING      ",0,0,0,0,1,0
3786,3110,258,79031,"UNITED FREIGHT      ",0,0,0,0,1,0
3787,3111,258,79031,"CARIBBEAN INTL      ",0,0,0,0,1,0
3788,3112,197,79031,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3789,3113,198,79033,"SIMSPON SHIPPING    ",0,0,0,0,1,0
3790,3114,198,79033,"MORGAN\'S SHIPPING   ",0,0,0,0,1,0
3791,3115,198,79033,"P.J. SHIPPING       ",0,0,0,0,1,0
3792,3116,185,79033,"ISLAND TO ISLAND    ",0,0,0,0,0,0
3793,3117,236,79026,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3794,3118,268,79033,"SYDNEY\'S SHIPPING   ",0,0,0,0,0,0
3795,3119,248,79039,"GEE\'S SHIPPING      ",0,0,0,0,1,0
3797,3120,221,79040,"MORGANS INTL        ",0,0,0,0,1,0
3798,3121,267,79038,"CARIBBEAN CARGO SHIP",0,0,0,0,1,0
3799,3122,185,79038,"UNITED FREIGHT      ",0,0,0,0,0,0
3800,3123,267,79038,"CARIBBEAN INTL NEW  ",0,0,0,0,1,0
3801,3124,220,79038,"PAULS SHIPPING      ",0,0,0,0,1,0
3802,3125,267,79038,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
3803,3126,251,79048,"PJ\'S SHIPPINGS      ",0,0,0,0,1,0
3804,3127,197,79045,"CARIBBEAN CARGO     ",0,0,0,0,1,79047
3805,3128,197,79045,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3808,3129,248,79039,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3809,3130,226,79045,"CARIBBEAN INTL      ",0,0,0,0,1,0
3811,3131,232,79046,"BRITLINK CARGO      ",0,0,0,0,0,0
3812,3132,232,79046,"ISLAND TO ISLAND    ",0,0,0,0,0,0
3813,3133,232,79046,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3815,3134,251,79047,"MORGAN\'S INTL       ",0,0,0,0,1,0
3816,3135,264,79032,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3817,3136,251,79047,"SIMPSON\'S SHIP      ",0,0,0,0,1,0
3818,3137,220,79052,"PAULS SHIPPING      ",0,0,0,0,1,0
3819,3138,264,79032,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3820,3139,198,79054,"MORGAN\'S SHIPPING   ",0,0,0,0,1,0
3821,3140,198,79054,"MORGANS INTL        ",0,0,0,0,1,0
3822,3141,232,79046,"WEST ONE SHIPPING   ",0,0,0,0,1,0
3824,3142,197,79059,"CARIBBEAN INTL      ",0,0,0,0,1,0
3825,3143,233,79053,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3826,3144,233,79053,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3827,3145,221,79061,"MORGANS INTL        ",0,0,0,0,1,0
3828,3146,258,79059,"CARIBBEAN INTL      ",0,0,0,0,1,0
3829,3147,233,79053,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3830,3148,221,79061,"SIMPSONS SHIPPING   ",0,0,0,0,1,0
3831,3149,14,79060,"SYDNEYS SHIPPING    ",0,0,0,0,0,0
3832,3150,197,79059,"PAULS SHIPPING      ",0,0,0,0,1,0
3833,3151,197,79059,"CARIBBEAN CARGO     ",0,0,0,0,1,0
3834,3152,227,79061,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3835,3153,227,79061,"WEST ONE SHIPPING   ",0,0,0,0,1,0
3836,3154,227,79061,"WEST ONE SHIPPING   ",0,0,0,0,1,0
3837,3155,227,79061,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3838,3156,227,79061,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
3839,3157,220,79066,"CARIBBEAN INTL      ",0,0,0,0,1,0
3840,3158,267,79066,"CARIBBEAN INTL      ",0,0,0,0,1,0
3841,3159,251,79068,"PJ SHIPPING         ",0,0,0,0,1,0
3842,3160,220,79066,"PAULS SHIPPING      ",0,0,0,0,1,0
3843,3161,264,79074,"BRITLINK CARGO      ",0,0,0,0,1,0
3845,3162,251,79068,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
3846,3163,198,79075,"MORGAN\'S INTL       ",0,0,0,0,1,0
3848,3164,182,79079,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3849,3165,264,79074,"ISLANT TO ISLAND    ",0,0,0,0,1,0
3850,3166,197,79073,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3852,3167,220,79066,"PAULS SHIPPING      ",0,0,0,0,1,0
3853,3168,197,79073,"CARIBBEAN INTL      ",0,0,0,0,1,79075
3854,3169,251,79068,"SIMPSONS SHIPPING   ",0,0,0,0,1,0
3855,3170,264,79074,"ISLAND TO ISLAND    ",0,0,0,0,0,0
3856,3171,264,79074,"ISLAND TO ISLAND    ",0,0,0,0,0,0
3857,3172,252,79080,"CARIBBEAN CARGO     ",0,0,0,0,1,0
3858,3173,264,79074,"BRITLINK CARGO 78PCS",0,0,0,0,0,0
3859,3174,198,79075,"MORGANS INTL        ",0,0,0,0,1,0
3860,3175,264,79074,"WEST ONE SHIPPING   ",0,0,0,0,0,0
3861,3176,198,79075,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
3862,3177,220,79080,"CARIBBEAN INTL      ",0,0,0,0,1,0
